,DATE,TEMP,PRCP,SNOW,WIND,CRIMES,ARRESTS
0,2019-01-01,31.0,0.01,0.1,7.61,1012,199
1,2019-01-02,28.0,0.01,0.1,8.72,650,144
2,2019-01-03,29.0,0.0,0.0,11.63,751,143
3,2019-01-04,37.0,0.0,0.0,8.05,765,190
4,2019-01-05,39.0,0.0,0.0,8.28,790,207
5,2019-01-06,38.0,0.0,0.0,11.63,663,161
6,2019-01-07,44.0,0.44,0.0,15.66,674,142
7,2019-01-08,41.0,0.0,0.0,14.54,700,136
8,2019-01-09,23.0,0.0,0.0,13.65,629,144
9,2019-01-10,18.0,0.0,0.0,4.47,684,152
10,2019-01-11,23.0,0.0,0.0,4.92,784,192
11,2019-01-12,30.0,0.12,2.2,11.41,669,167
12,2019-01-13,30.0,0.01,0.3,12.53,572,158
13,2019-01-14,25.0,0.0,0.0,8.28,635,146
14,2019-01-15,26.0,0.0,0.0,11.18,695,162
15,2019-01-16,31.0,0.0,0.0,9.4,699,157
16,2019-01-17,30.0,0.0,0.0,5.59,651,154
17,2019-01-18,30.0,0.12,1.3,10.51,666,150
18,2019-01-19,26.0,0.18,3.7,20.13,519,119
19,2019-01-20,12.0,0.0,0.0,13.42,493,118
20,2019-01-21,9.0,0.0,0.1,8.5,555,128
21,2019-01-22,19.0,0.18,0.5,9.4,623,152
22,2019-01-23,29.0,0.22,1.0,9.84,660,185
23,2019-01-24,17.0,0.0,0.4,11.63,605,136
24,2019-01-25,1.0,0.03,0.7,9.4,584,139
25,2019-01-26,2.0,0.06,1.7,5.82,530,126
26,2019-01-27,4.0,0.0,0.0,6.93,522,118
27,2019-01-28,18.0,0.53,5.0,12.75,521,108
28,2019-01-29,6.0,0.0,0.3,14.54,492,99
29,2019-01-30,-15.0,0.0,0.0,15.21,341,64
30,2019-01-31,-15.0,0.05,0.8,6.26,458,80
31,2019-02-01,7.0,0.02,0.9,5.14,748,162
32,2019-02-02,26.0,0.0,0.0,11.18,721,162
33,2019-02-03,42.0,0.0,0.0,10.07,592,129
34,2019-02-04,47.0,0.05,0.0,11.41,732,136
35,2019-02-05,29.0,0.31,0.0,9.4,651,151
36,2019-02-06,33.0,0.01,0.0,8.5,635,153
37,2019-02-07,36.0,0.71,0.0,12.97,670,138
38,2019-02-08,11.0,0.0,0.0,17.67,642,141
39,2019-02-09,12.0,0.0,0.0,5.82,755,201
40,2019-02-10,23.0,0.04,0.7,6.93,638,140
41,2019-02-11,28.0,0.19,0.1,12.3,623,154
42,2019-02-12,32.0,0.35,1.5,13.65,664,164
43,2019-02-13,18.0,0.01,0.6,12.75,642,162
44,2019-02-14,36.0,0.0,0.0,10.51,741,169
45,2019-02-15,23.0,0.0,0.0,12.53,737,164
46,2019-02-16,19.0,0.0,0.0,8.95,676,146
47,2019-02-17,25.0,0.2,3.1,11.18,617,137
48,2019-02-18,25.0,0.06,1.8,7.61,589,135
49,2019-02-19,22.0,0.0,0.0,4.7,607,126
50,2019-02-20,31.0,0.09,0.2,13.87,630,138
51,2019-02-21,31.0,0.0,0.0,10.74,696,150
52,2019-02-22,29.0,0.0,0.0,7.61,707,163
53,2019-02-23,36.0,0.75,0.0,10.29,645,149
54,2019-02-24,37.0,0.02,0.0,24.38,546,144
55,2019-02-25,12.0,0.0,0.0,10.51,595,137
56,2019-02-26,17.0,0.0,0.1,12.53,606,134
57,2019-02-27,25.0,0.0,0.0,10.07,647,159
58,2019-02-28,18.0,0.0,0.0,4.47,591,131
59,2019-03-01,27.0,0.0,0.0,5.82,740,164
60,2019-03-02,29.0,0.0,0.0,8.5,661,169
61,2019-03-03,22.0,0.0,0.0,12.08,551,115
62,2019-03-04,5.0,0.0,0.0,14.99,543,127
63,2019-03-05,12.0,0.0,0.2,15.43,539,123
64,2019-03-06,16.0,0.0,0.0,11.86,626,138
65,2019-03-07,23.0,0.0,0.0,6.04,606,137
66,2019-03-08,28.0,0.0,0.1,5.37,712,159
67,2019-03-09,33.0,0.56,0.0,14.09,616,155
68,2019-03-10,37.0,0.0,0.0,19.69,610,150
69,2019-03-11,32.0,0.0,0.0,9.62,699,136
70,2019-03-12,35.0,0.0,0.0,9.17,625,151
71,2019-03-13,45.0,0.54,0.0,11.86,688,169
72,2019-03-14,55.0,0.4,0.0,20.36,674,167
73,2019-03-15,38.0,0.0,0.0,14.99,735,167
74,2019-03-16,34.0,0.0,0.0,8.5,765,179
75,2019-03-17,35.0,0.0,0.0,7.61,610,144
76,2019-03-18,35.0,0.0,0.0,7.61,650,134
77,2019-03-19,39.0,0.0,0.0,7.83,637,158
78,2019-03-20,42.0,0.14,0.0,8.5,688,144
79,2019-03-21,40.0,0.0,0.0,11.18,688,160
80,2019-03-22,40.0,0.0,0.0,10.96,706,154
81,2019-03-23,36.0,0.0,0.0,4.47,690,185
82,2019-03-24,45.0,0.05,0.0,8.72,648,140
83,2019-03-25,36.0,0.0,0.0,17.45,638,153
84,2019-03-26,35.0,0.0,0.0,4.92,672,141
85,2019-03-27,42.0,0.01,0.0,12.08,694,168
86,2019-03-28,53.0,0.0,0.0,12.08,682,148
87,2019-03-29,47.0,0.32,0.0,8.5,674,153
88,2019-03-30,40.0,0.07,0.0,12.97,664,192
89,2019-03-31,31.0,0.0,0.0,11.41,634,160
90,2019-04-01,35.0,0.0,0.0,12.75,773,142
91,2019-04-02,45.0,0.0,0.0,14.09,654,162
92,2019-04-03,45.0,0.0,0.0,9.4,681,147
93,2019-04-04,46.0,0.25,0.0,9.84,660,147
94,2019-04-05,44.0,0.0,0.0,3.58,703,162
95,2019-04-06,52.0,0.0,0.0,4.92,741,169
96,2019-04-07,56.0,0.39,0.0,8.28,703,174
97,2019-04-08,61.0,0.0,0.0,8.5,743,179
98,2019-04-09,60.0,0.0,0.0,11.86,692,159
99,2019-04-10,40.0,0.13,0.0,17.9,656,133
100,2019-04-11,42.0,0.28,0.0,16.11,746,154
101,2019-04-12,48.0,0.07,0.0,16.55,776,173
102,2019-04-13,42.0,0.0,0.0,12.3,753,162
103,2019-04-14,37.0,0.69,5.4,18.12,536,104
104,2019-04-15,38.0,0.0,0.0,8.28,716,138
105,2019-04-16,56.0,0.0,0.0,10.29,704,152
106,2019-04-17,55.0,0.0,0.0,12.08,687,170
107,2019-04-18,58.0,0.31,0.0,12.08,625,125
108,2019-04-19,45.0,0.0,0.0,25.95,647,146
109,2019-04-20,49.0,0.0,0.0,13.87,730,171
110,2019-04-21,58.0,0.0,0.0,8.72,646,153
111,2019-04-22,68.0,0.02,0.0,13.2,732,169
112,2019-04-23,59.0,0.0,0.0,8.95,739,167
113,2019-04-24,53.0,0.0,0.0,5.82,702,152
114,2019-04-25,57.0,0.19,0.0,6.71,764,157
115,2019-04-26,56.0,0.02,0.0,14.32,758,151
116,2019-04-27,42.0,0.79,2.5,12.53,628,127
117,2019-04-28,39.0,0.0,0.0,9.62,605,139
118,2019-04-29,45.0,1.58,0.0,8.95,715,131
119,2019-04-30,44.0,1.3,0.0,12.53,726,150
120,2019-05-01,50.0,0.8,0.0,8.28,790,142
121,2019-05-02,44.0,0.61,0.0,10.29,698,141
122,2019-05-03,47.0,0.01,0.0,11.18,789,178
123,2019-05-04,49.0,0.0,0.0,5.37,699,156
124,2019-05-05,58.0,0.0,0.0,6.49,776,142
125,2019-05-06,59.0,0.05,0.0,10.07,784,160
126,2019-05-07,46.0,0.42,0.0,14.54,699,153
127,2019-05-08,50.0,0.32,0.0,12.08,757,170
128,2019-05-09,61.0,0.79,0.0,11.41,733,175
129,2019-05-10,50.0,0.0,0.0,8.5,792,185
130,2019-05-11,48.0,0.12,0.0,8.5,693,140
131,2019-05-12,46.0,0.05,0.0,11.41,630,148
132,2019-05-13,50.0,0.0,0.0,7.38,787,151
133,2019-05-14,54.0,0.0,0.0,4.7,718,159
134,2019-05-15,62.0,0.0,0.0,5.14,759,157
135,2019-05-16,66.0,0.44,0.0,9.62,739,161
136,2019-05-17,58.0,0.06,0.0,12.3,767,181
137,2019-05-18,56.0,0.41,0.0,7.61,754,155
138,2019-05-19,63.0,0.07,0.0,14.54,774,175
139,2019-05-20,53.0,0.0,0.0,10.51,806,144
140,2019-05-21,49.0,0.33,0.0,14.99,722,149
141,2019-05-22,61.0,0.59,0.0,14.76,767,146
142,2019-05-23,70.0,0.08,0.0,11.41,770,187
143,2019-05-24,62.0,0.26,0.0,7.61,845,200
144,2019-05-25,74.0,0.0,0.0,11.63,872,203
145,2019-05-26,70.0,0.0,0.0,5.82,825,206
146,2019-05-27,61.0,1.92,0.0,7.61,745,186
147,2019-05-28,65.0,0.63,0.0,9.4,745,154
148,2019-05-29,60.0,0.07,0.0,6.49,734,147
149,2019-05-30,66.0,0.22,0.0,6.71,743,160
150,2019-05-31,71.0,0.0,0.0,9.4,821,158
151,2019-06-01,71.0,0.0,0.0,8.95,900,161
152,2019-06-02,60.0,0.0,0.0,8.72,731,143
153,2019-06-03,58.0,0.0,0.0,8.05,705,159
154,2019-06-04,64.0,0.29,0.0,10.51,767,141
155,2019-06-05,74.0,0.29,0.0,9.4,783,165
156,2019-06-06,65.0,0.0,0.0,6.93,739,159
157,2019-06-07,66.0,0.0,0.0,8.95,818,174
158,2019-06-08,67.0,0.0,0.0,9.17,879,188
159,2019-06-09,69.0,0.0,0.0,5.82,804,168
160,2019-06-10,67.0,0.0,0.0,13.65,797,139
161,2019-06-11,69.0,0.0,0.0,8.28,770,178
162,2019-06-12,67.0,0.75,0.0,10.07,712,149
163,2019-06-13,58.0,0.05,0.0,14.09,695,141
164,2019-06-14,65.0,0.05,0.0,14.54,799,152
165,2019-06-15,67.0,0.02,0.0,8.28,825,165
166,2019-06-16,57.0,0.07,0.0,9.62,721,158
167,2019-06-17,59.0,0.0,0.0,7.61,749,159
168,2019-06-18,64.0,0.0,0.0,4.25,711,140
169,2019-06-19,67.0,0.18,0.0,9.4,800,184
170,2019-06-20,60.0,0.28,0.0,9.84,729,151
171,2019-06-21,63.0,0.0,0.0,7.16,771,159
172,2019-06-22,67.0,0.0,0.0,10.29,815,182
173,2019-06-23,73.0,0.38,0.0,10.29,808,169
174,2019-06-24,71.0,0.17,0.0,9.62,806,148
175,2019-06-25,72.0,0.14,0.0,11.18,776,153
176,2019-06-26,78.0,0.15,0.0,5.82,791,157
177,2019-06-27,77.0,0.02,0.0,7.61,747,167
178,2019-06-28,76.0,0.01,0.0,7.61,841,177
179,2019-06-29,78.0,0.0,0.0,5.14,860,183
180,2019-06-30,78.0,0.2,0.0,5.82,803,141
181,2019-07-01,77.0,0.0,0.0,6.26,885,160
182,2019-07-02,84.0,0.01,0.0,9.84,768,185
183,2019-07-03,78.0,0.41,0.0,6.71,801,171
184,2019-07-04,78.0,0.0,0.0,8.28,800,187
185,2019-07-05,81.0,0.47,0.0,6.04,889,208
186,2019-07-06,78.0,0.0,0.0,12.53,812,203
187,2019-07-07,70.0,0.0,0.0,13.87,773,184
188,2019-07-08,71.0,0.0,0.0,6.71,830,163
189,2019-07-09,74.0,0.0,0.0,7.16,742,167
190,2019-07-10,83.0,0.01,0.0,10.51,834,168
191,2019-07-11,78.0,0.0,0.0,8.05,763,138
192,2019-07-12,72.0,0.0,0.0,6.04,781,167
193,2019-07-13,82.0,0.0,0.0,9.62,888,192
194,2019-07-14,79.0,0.0,0.0,6.49,788,153
195,2019-07-15,81.0,0.0,0.0,11.63,820,158
196,2019-07-16,77.0,0.05,0.0,6.49,753,156
197,2019-07-17,80.0,0.47,0.0,5.37,800,171
198,2019-07-18,77.0,1.36,0.0,10.96,754,134
199,2019-07-19,85.0,0.0,0.0,11.86,793,166
200,2019-07-20,85.0,0.08,0.0,11.63,820,190
201,2019-07-21,74.0,0.76,0.0,12.3,772,164
202,2019-07-22,70.0,0.0,0.0,12.75,789,137
203,2019-07-23,70.0,0.0,0.0,7.61,780,152
204,2019-07-24,71.0,0.0,0.0,5.14,739,142
205,2019-07-25,73.0,0.0,0.0,4.92,795,156
206,2019-07-26,76.0,0.0,0.0,9.4,808,188
207,2019-07-27,80.0,0.0,0.0,13.65,821,152
208,2019-07-28,81.0,0.0,0.0,11.41,827,182
209,2019-07-29,77.0,0.32,0.0,8.05,806,167
210,2019-07-30,73.0,0.0,0.0,7.83,766,161
211,2019-07-31,69.0,0.0,0.0,8.95,708,129
212,2019-08-01,69.0,0.0,0.0,6.93,869,158
213,2019-08-02,72.0,0.0,0.0,5.37,873,172
214,2019-08-03,75.0,0.0,0.0,3.8,863,169
215,2019-08-04,79.0,0.0,0.0,4.7,838,152
216,2019-08-05,79.0,0.0,0.0,8.28,804,164
217,2019-08-06,76.0,0.01,0.0,6.71,772,153
218,2019-08-07,77.0,0.0,0.0,7.83,753,171
219,2019-08-08,79.0,0.01,0.0,10.07,813,179
220,2019-08-09,73.0,0.0,0.0,5.82,794,175
221,2019-08-10,74.0,0.0,0.0,5.37,796,156
222,2019-08-11,74.0,0.0,0.0,7.38,802,170
223,2019-08-12,76.0,0.5,0.0,4.92,704,130
224,2019-08-13,75.0,0.19,0.0,6.71,758,156
225,2019-08-14,72.0,0.0,0.0,7.16,784,169
226,2019-08-15,70.0,0.0,0.0,7.83,801,168
227,2019-08-16,72.0,0.0,0.0,7.61,764,166
228,2019-08-17,73.0,0.18,0.0,4.92,804,168
229,2019-08-18,74.0,0.86,0.0,7.83,756,161
230,2019-08-19,76.0,0.0,0.0,4.7,779,164
231,2019-08-20,74.0,0.35,0.0,3.8,718,142
232,2019-08-21,73.0,0.02,0.0,6.26,711,170
233,2019-08-22,71.0,0.0,0.0,10.51,749,136
234,2019-08-23,68.0,0.0,0.0,10.29,766,163
235,2019-08-24,67.0,0.0,0.0,8.05,808,153
236,2019-08-25,69.0,0.0,0.0,10.29,764,172
237,2019-08-26,70.0,1.4,0.0,9.62,723,146
238,2019-08-27,72.0,0.0,0.0,9.84,725,153
239,2019-08-28,68.0,0.0,0.0,11.63,746,158
240,2019-08-29,70.0,0.0,0.0,12.75,768,145
241,2019-08-30,70.0,0.0,0.0,5.82,763,187
242,2019-08-31,67.0,0.11,0.0,9.4,772,190
243,2019-09-01,67.0,0.34,0.0,4.47,866,192
244,2019-09-02,70.0,0.0,0.0,6.49,774,184
245,2019-09-03,72.0,0.22,0.0,12.3,671,146
246,2019-09-04,68.0,0.0,0.0,8.95,678,129
247,2019-09-05,64.0,0.0,0.0,4.92,639,138
248,2019-09-06,67.0,0.0,0.0,11.18,764,164
249,2019-09-07,66.0,0.0,0.0,8.28,727,158
250,2019-09-08,65.0,0.03,0.0,8.28,719,154
251,2019-09-09,67.0,0.02,0.0,7.61,765,158
252,2019-09-10,78.0,0.0,0.0,9.4,712,137
253,2019-09-11,80.0,0.19,0.0,9.17,740,171
254,2019-09-12,72.0,0.28,0.0,8.05,782,159
255,2019-09-13,73.0,1.35,0.0,11.86,809,178
256,2019-09-14,67.0,0.06,0.0,7.61,755,158
257,2019-09-15,71.0,0.43,0.0,8.05,779,154
258,2019-09-16,71.0,0.0,0.0,7.83,803,158
259,2019-09-17,69.0,0.0,0.0,6.04,774,152
260,2019-09-18,71.0,0.0,0.0,7.38,746,158
261,2019-09-19,72.0,0.01,0.0,5.59,779,167
262,2019-09-20,74.0,0.0,0.0,3.8,810,151
263,2019-09-21,75.0,0.17,0.0,12.08,754,147
264,2019-09-22,72.0,1.47,0.0,10.07,656,125
265,2019-09-23,67.0,0.0,0.0,8.95,765,144
266,2019-09-24,67.0,0.0,0.0,12.08,743,149
267,2019-09-25,70.0,0.0,0.0,12.75,703,148
268,2019-09-26,65.0,0.0,0.0,8.95,708,147
269,2019-09-27,63.0,2.28,0.0,10.51,665,124
270,2019-09-28,61.0,0.19,0.0,13.65,691,145
271,2019-09-29,61.0,0.57,0.0,7.61,712,126
272,2019-09-30,71.0,0.0,0.0,8.72,748,145
273,2019-10-01,79.0,0.0,0.0,10.07,848,166
274,2019-10-02,66.0,1.76,0.0,10.51,722,134
275,2019-10-03,61.0,0.57,0.0,10.29,720,134
276,2019-10-04,52.0,0.0,0.0,10.96,706,150
277,2019-10-05,55.0,0.27,0.0,9.4,713,145
278,2019-10-06,59.0,0.0,0.0,9.62,673,149
279,2019-10-07,59.0,0.0,0.0,7.38,739,158
280,2019-10-08,57.0,0.0,0.0,4.25,706,131
281,2019-10-09,60.0,0.0,0.0,7.83,726,161
282,2019-10-10,62.0,0.19,0.0,8.72,643,129
283,2019-10-11,60.0,0.59,0.0,12.3,715,158
284,2019-10-12,43.0,0.0,0.0,13.87,722,157
285,2019-10-13,45.0,0.0,0.0,10.51,695,130
286,2019-10-14,45.0,0.0,0.0,6.93,684,160
287,2019-10-15,50.0,0.0,0.0,10.51,729,131
288,2019-10-16,49.0,0.0,0.0,14.09,734,133
289,2019-10-17,46.0,0.0,0.0,5.59,669,130
290,2019-10-18,47.0,0.0,0.0,6.93,700,130
291,2019-10-19,53.0,0.0,0.0,7.83,709,148
292,2019-10-20,56.0,0.0,0.0,7.38,719,140
293,2019-10-21,56.0,0.05,0.0,15.66,712,114
294,2019-10-22,50.0,0.01,0.0,17.22,653,130
295,2019-10-23,47.0,0.02,0.0,8.72,695,130
296,2019-10-24,47.0,0.0,0.0,6.26,708,172
297,2019-10-25,44.0,0.0,0.0,3.8,746,147
298,2019-10-26,42.0,2.18,0.0,12.53,557,103
299,2019-10-27,49.0,0.04,0.0,9.62,702,132
300,2019-10-28,47.0,0.0,0.0,3.8,658,116
301,2019-10-29,40.0,0.15,0.0,8.28,623,137
302,2019-10-30,36.0,0.62,1.2,12.3,570,110
303,2019-10-31,33.0,0.31,3.4,14.99,581,109
304,2019-11-01,31.0,0.01,0.0,9.62,799,150
305,2019-11-02,38.0,0.0,0.0,10.51,659,117
306,2019-11-03,39.0,0.0,0.0,7.83,714,169
307,2019-11-04,48.0,0.0,0.0,10.74,665,116
308,2019-11-05,38.0,0.0,0.0,7.61,630,135
309,2019-11-06,39.0,0.01,0.0,11.41,654,129
310,2019-11-07,28.0,0.0,0.1,11.18,661,150
311,2019-11-08,23.0,0.0,0.0,7.16,674,145
312,2019-11-09,34.0,0.0,0.0,10.29,706,138
313,2019-11-10,41.0,0.04,0.0,8.5,647,147
314,2019-11-11,28.0,0.25,3.4,16.78,490,119
315,2019-11-12,13.0,0.0,0.0,9.4,539,112
316,2019-11-13,16.0,0.0,0.0,11.63,572,122
317,2019-11-14,27.0,0.01,0.2,7.16,573,126
318,2019-11-15,27.0,0.0,0.0,6.04,747,155
319,2019-11-16,33.0,0.0,0.0,5.37,658,149
320,2019-11-17,33.0,0.04,0.0,6.49,700,152
321,2019-11-18,37.0,0.0,0.0,5.14,675,137
322,2019-11-19,37.0,0.01,0.0,2.91,674,104
323,2019-11-20,41.0,0.0,0.0,6.49,722,141
324,2019-11-21,47.0,0.51,0.0,14.76,658,130
325,2019-11-22,36.0,0.0,0.0,6.71,721,173
326,2019-11-23,31.0,0.0,0.0,6.26,694,147
327,2019-11-24,38.0,0.0,0.0,9.4,696,176
328,2019-11-25,44.0,0.0,0.0,7.16,687,136
329,2019-11-26,41.0,0.37,0.0,7.61,669,149
330,2019-11-27,44.0,0.25,0.0,21.03,632,120
331,2019-11-28,34.0,0.0,0.0,8.28,499,88
332,2019-11-29,36.0,0.0,0.0,6.49,643,143
333,2019-11-30,37.0,0.37,0.0,13.2,660,150
334,2019-12-01,39.0,0.11,0.1,10.07,686,138
335,2019-12-02,32.0,0.0,0.0,10.29,703,140
336,2019-12-03,32.0,0.0,0.0,11.86,685,139
337,2019-12-04,37.0,0.0,0.0,12.08,735,142
338,2019-12-05,36.0,0.0,0.0,6.71,693,120
339,2019-12-06,38.0,0.0,0.0,9.84,731,133
340,2019-12-07,31.0,0.0,0.0,8.28,691,156
341,2019-12-08,38.0,0.0,0.0,10.29,669,148
342,2019-12-09,46.0,0.05,0.0,12.97,696,134
343,2019-12-10,22.0,0.0,0.0,11.86,665,118
344,2019-12-11,18.0,0.0,0.1,7.38,596,110
345,2019-12-12,28.0,0.0,0.0,12.3,651,124
346,2019-12-13,40.0,0.0,0.0,4.92,726,124
347,2019-12-14,33.0,0.0,0.0,9.4,678,121
348,2019-12-15,24.0,0.0,0.0,6.04,652,155
349,2019-12-16,26.0,0.01,0.3,6.71,620,131
350,2019-12-17,25.0,0.0,0.0,10.74,665,117
351,2019-12-18,20.0,0.0,0.0,8.72,639,129
352,2019-12-19,23.0,0.0,0.0,8.5,680,120
353,2019-12-20,30.0,0.0,0.0,5.59,711,135
354,2019-12-21,38.0,0.0,0.0,7.61,740,134
355,2019-12-22,40.0,0.0,0.0,10.07,675,156
356,2019-12-23,42.0,0.0,0.0,7.61,681,117
357,2019-12-24,40.0,0.0,0.0,8.05,608,102
358,2019-12-25,47.0,0.0,0.0,8.72,509,80
359,2019-12-26,56.0,0.0,0.0,11.18,596,128
360,2019-12-27,37.0,0.0,0.0,7.16,672,146
361,2019-12-28,34.0,0.28,0.0,6.93,633,136
362,2019-12-29,52.0,0.93,0.0,10.96,689,151
363,2019-12-30,38.0,0.09,0.7,17.67,613,126
364,2019-12-31,26.0,0.08,0.8,14.54,534,109
365,2018-01-01,-2.0,0.0,0.0,10.74,894,146
366,2018-01-02,-2.0,0.0,0.0,11.18,559,121
367,2018-01-03,11.0,0.0,0.1,12.3,574,108
368,2018-01-04,7.0,0.0,0.0,12.3,601,111
369,2018-01-05,5.0,0.0,0.0,10.74,663,107
370,2018-01-06,5.0,0.0,0.0,6.49,585,114
371,2018-01-07,17.0,0.03,0.0,14.99,533,96
372,2018-01-08,34.0,0.0,0.0,11.86,618,144
373,2018-01-09,31.0,0.0,0.0,6.04,652,156
374,2018-01-10,37.0,0.01,0.0,15.88,717,164
375,2018-01-11,56.0,0.36,0.0,16.33,700,135
376,2018-01-12,23.0,0.0,0.0,19.91,706,134
377,2018-01-13,13.0,0.0,0.0,9.84,617,122
378,2018-01-14,12.0,0.08,0.8,9.4,564,121
379,2018-01-15,19.0,0.14,2.3,10.96,529,110
380,2018-01-16,15.0,0.01,0.6,11.86,614,120
381,2018-01-17,13.0,0.0,0.0,12.3,648,133
382,2018-01-18,21.0,0.0,0.0,14.99,626,131
383,2018-01-19,32.0,0.0,0.0,16.78,708,172
384,2018-01-20,39.0,0.0,0.0,8.28,729,173
385,2018-01-21,40.0,0.0,0.0,3.8,717,156
386,2018-01-22,47.0,0.81,0.0,12.53,724,146
387,2018-01-23,35.0,0.07,0.5,12.75,718,145
388,2018-01-24,29.0,0.02,0.3,6.49,613,138
389,2018-01-25,31.0,0.0,0.0,9.62,641,112
390,2018-01-26,41.0,0.0,0.0,18.57,762,170
391,2018-01-27,47.0,0.0,0.0,12.3,754,181
392,2018-01-28,35.0,0.01,0.0,8.72,671,146
393,2018-01-29,27.0,0.0,0.0,12.08,652,126
394,2018-01-30,21.0,0.0,0.0,10.51,635,134
395,2018-01-31,35.0,0.0,0.0,13.87,708,146
396,2018-02-01,28.0,0.0,0.0,15.43,729,122
397,2018-02-02,11.0,0.0,0.0,10.29,672,145
398,2018-02-03,26.0,0.03,0.8,13.2,627,156
399,2018-02-04,26.0,0.08,1.1,13.42,512,108
400,2018-02-05,6.0,0.22,2.2,6.93,540,102
401,2018-02-06,12.0,0.02,0.2,5.37,588,149
402,2018-02-07,17.0,0.11,1.7,9.4,542,130
403,2018-02-08,13.0,0.15,1.6,6.93,556,137
404,2018-02-09,24.0,0.57,6.2,10.74,505,123
405,2018-02-10,19.0,0.05,0.8,9.62,534,118
406,2018-02-11,20.0,0.39,3.7,10.07,537,134
407,2018-02-12,15.0,0.0,0.0,6.26,572,139
408,2018-02-13,20.0,0.0,0.0,6.26,642,140
409,2018-02-14,32.0,0.0,0.0,9.62,660,167
410,2018-02-15,41.0,0.0,0.0,6.26,698,179
411,2018-02-16,36.0,0.0,0.0,10.07,663,121
412,2018-02-17,25.0,0.11,2.0,8.5,603,101
413,2018-02-18,27.0,0.02,0.0,10.74,586,125
414,2018-02-19,42.0,0.52,0.0,12.08,625,128
415,2018-02-20,59.0,2.1,0.0,13.2,643,128
416,2018-02-21,32.0,0.04,0.0,10.96,639,147
417,2018-02-22,33.0,0.0,0.0,13.2,678,158
418,2018-02-23,40.0,0.06,0.0,9.4,671,169
419,2018-02-24,36.0,0.16,0.0,13.2,681,160
420,2018-02-25,40.0,0.01,0.0,17.9,655,133
421,2018-02-26,40.0,0.0,0.0,8.72,625,153
422,2018-02-27,48.0,0.0,0.0,13.87,691,159
423,2018-02-28,51.0,0.0,0.0,11.18,646,154
424,2018-03-01,39.0,0.81,0.0,14.54,820,145
425,2018-03-02,38.0,0.0,0.0,6.26,691,178
426,2018-03-03,38.0,0.0,0.0,7.83,664,157
427,2018-03-04,38.0,0.0,0.0,12.3,648,147
428,2018-03-05,37.0,0.11,0.4,17.45,664,154
429,2018-03-06,35.0,0.07,0.0,8.72,652,143
430,2018-03-07,31.0,0.0,0.0,13.65,656,155
431,2018-03-08,28.0,0.0,0.0,11.18,660,133
432,2018-03-09,30.0,0.0,0.0,6.49,743,164
433,2018-03-10,33.0,0.0,0.0,5.59,683,159
434,2018-03-11,34.0,0.0,0.0,8.28,618,144
435,2018-03-12,37.0,0.0,0.0,11.41,661,132
436,2018-03-13,32.0,0.22,2.2,10.74,638,127
437,2018-03-14,30.0,0.0,0.0,10.96,664,164
438,2018-03-15,40.0,0.0,0.0,9.17,691,136
439,2018-03-16,32.0,0.0,0.0,10.96,702,146
440,2018-03-17,37.0,0.0,0.0,10.07,777,171
441,2018-03-18,40.0,0.0,0.0,4.7,687,136
442,2018-03-19,41.0,0.0,0.0,15.21,659,128
443,2018-03-20,33.0,0.0,0.0,17.0,711,147
444,2018-03-21,33.0,0.0,0.0,10.51,688,157
445,2018-03-22,34.0,0.0,0.0,6.93,670,129
446,2018-03-23,36.0,0.0,0.0,9.17,752,168
447,2018-03-24,36.0,0.0,0.0,17.45,648,133
448,2018-03-25,34.0,0.0,0.0,14.09,676,172
449,2018-03-26,39.0,0.23,0.0,9.62,695,141
450,2018-03-27,49.0,0.15,0.0,9.4,673,140
451,2018-03-28,45.0,0.01,0.0,4.47,689,151
452,2018-03-29,45.0,0.05,0.0,8.95,629,136
453,2018-03-30,39.0,0.0,0.0,7.83,704,157
454,2018-03-31,44.0,0.09,0.0,15.88,691,151
455,2018-04-01,32.0,0.0,0.0,7.83,724,119
456,2018-04-02,32.0,0.0,0.0,6.93,674,131
457,2018-04-03,39.0,0.2,0.0,12.08,605,137
458,2018-04-04,32.0,0.01,0.2,15.21,697,143
459,2018-04-05,32.0,0.07,0.0,7.38,670,145
460,2018-04-06,35.0,0.0,0.0,14.32,695,157
461,2018-04-07,28.0,0.0,0.0,8.95,635,150
462,2018-04-08,31.0,0.01,0.0,6.93,616,127
463,2018-04-09,33.0,0.13,2.0,6.04,661,134
464,2018-04-10,36.0,0.0,0.0,8.5,712,156
465,2018-04-11,48.0,0.05,0.0,9.84,768,136
466,2018-04-12,56.0,0.03,0.0,14.09,750,138
467,2018-04-13,43.0,0.07,0.0,13.2,782,149
468,2018-04-14,39.0,0.96,0.0,21.03,689,130
469,2018-04-15,35.0,0.74,0.2,13.65,600,96
470,2018-04-16,31.0,0.01,0.3,14.99,734,114
471,2018-04-17,35.0,0.0,0.0,11.18,699,141
472,2018-04-18,35.0,0.41,0.4,11.63,627,119
473,2018-04-19,39.0,0.01,0.1,9.84,724,165
474,2018-04-20,47.0,0.0,0.0,4.92,801,181
475,2018-04-21,47.0,0.0,0.0,3.8,677,158
476,2018-04-22,50.0,0.0,0.0,10.51,698,146
477,2018-04-23,51.0,0.0,0.0,11.86,716,131
478,2018-04-24,55.0,0.0,0.0,8.5,713,144
479,2018-04-25,49.0,0.0,0.0,13.87,750,174
480,2018-04-26,48.0,0.0,0.0,3.8,733,133
